=== Age Group For Passengers ===
code,fullname,age,country,status,rescued
723,Castro Adriana,48,Estonia,Passenger,no
724,Nascimento Marcelo,49,Luxembourg,Passenger,yes
725,Michie Chris,50,Montenegro,Passenger,yes
787,Li Cheng,36,Sweden,Passenger,yes
788,Azami Amber,37,Portugal,Passenger,yes
789,Nakamura Koji,38,Greece,Passenger,yes
790,Popescu Mihai,39,Hungary,Passenger,yes
791,Rossi Stefano,40,Austria,Passenger,yes
793,Gonzi Diana,42,Switzerland,Passenger,Yes
794,Yang Li,43,Bulgaria,Passenger,Yes
795,Chedid Pope,44,Serbia,Passenger,yes
796,Bona Guy,45,Denmark,Passenger,yes
797,Escobar Jorge,46,Finland,Passenger,yes
798,Mohede A.,47,Norway,Passenger,yes
799,Garcia Ramon,48,Slovakia,Passenger,yes
800,Zhang Bingbing,49,Ireland,Passenger,no
801,Gomes Joao,50,Croatia,Passenger,yes
863,Zhao Wei,36,United Kingdom,Passenger,yes
864,Khan Ayesha,37,France,Passenger,yes
865,Fernando Gamini,38,Italy,Passenger,yes
866,Ivanov Alexey,39,Spain,Passenger,no
867,Xu Jie,40,Poland,Passenger,yes
868,Zhang Yang,41,Ukraine,Passenger,yes
870,Alonso Jose,43,Netherlands,Passenger,Yes
871,Costa Emperor of Brazil,44,Belgium,Passenger,Yes
872,Wang Yang,45,Czech Republic (Czechia),Passenger,yes
873,Akhmadiyeva Aleksandr,46,Sweden,Passenger,yes
874,Cha Min-Jung,47,Portugal,Passenger,yes
875,Ali Pope,48,Greece,Passenger,yes
876,Ito Ken,49,Hungary,Passenger,yes
877,Hamdoun Abdulwahab,50,Austria,Passenger,yes
939,Hassan Abby,36,Luxembourg,Passenger,yes
940,Khan Javed,37,Montenegro,Passenger,yes
941,Watson John,38,Malta,Passenger,yes
942,Atem Axelle,39,Iceland,Passenger,yes
943,Zhu Baby,40,Andorra,Passenger,no
944,Amanaka Alex Obanda,41,Liechtenstein,Passenger,yes
945,Young Michael,42,Monaco,Passenger,yes
947,Wang Jie,44,Russia,Passenger,Yes
948,Escobar Gabriel,45,Germany,Passenger,no
949,Donati Marco,46,United Kingdom,Passenger,yes
950,Li Cheng,47,France,Passenger,yes
951,Flizzow Abdullah,48,Italy,Passenger,yes
952,Jones John,49,Spain,Passenger,yes
953,Zhang Jun,50,Poland,Passenger,yes
1015,Karizi Djelaludin,36,Ireland,Passenger,yes
1016,Baloch Salma,37,Croatia,Passenger,yes
1017,Sisamouth Dith,38,Bosnia and Herzegovina,Passenger,yes
1018,Han Hyo-Jin,39,Moldova,Passenger,yes
1019,Xu Ai,40,Lithuania,Passenger,yes
1020,Araya Alejandro,41,Albania,Passenger,no
1021,Suzuki Kenji,42,Slovenia,Passenger,yes
1022,Simon Abdoulatifou,43,Latvia,Passenger,yes
1024,Ivanov Ivan,45,Estonia,Passenger,Yes
1025,Ivanov Kirill,46,Luxembourg,Passenger,no
1026,Ali Hassan,47,Montenegro,Passenger,yes
1027,Mamo Sirak,48,Malta,Passenger,yes
1028,Souza Bruno,49,Iceland,Passenger,yes
1029,Zhang Jun,50,Andorra,Passenger,yes
1091,Aubakirov Andrey,36,Hungary,Passenger,Yes
1092,Price Prakash,37,Austria,Passenger,yes
1093,Garcia Chris,38,Belarus,Passenger,yes
1094,Bemba Edouard,39,Switzerland,Passenger,yes
1095,Haarhoff Amon,40,Bulgaria,Passenger,yes
1096,Wei Chen,41,Serbia,Passenger,yes
1097,Law-Yone S. N.,42,Denmark,Passenger,no
1098,Lesmana Ahmad,43,Finland,Passenger,yes
1099,Li Li,44,Norway,Passenger,yes
1101,Glosca Keith,46,Ireland,Passenger,Yes
1102,Amarttayakul Jetsada,47,Croatia,Passenger,Yes
1103,Zhang Bingbing,48,Bosnia and Herzegovina,Passenger,yes
1104,Schmidt Fritz,49,Moldova,Passenger,yes
1105,Moller Franz,50,Lithuania,Passenger,yes
1167,Diori Seyni,36,Spain,Passenger,Yes
1168,Nascimento Paulo,37,Poland,Passenger,Yes
1169,Hassan Ahmad,38,Ukraine,Passenger,yes
1170,Yang Bangguo,39,Romania,Passenger,yes
1171,Hernandez Francisco,40,Netherlands,Passenger,yes
1172,Macdonald Doug,41,Belgium,Passenger,yes
1173,Miller John,42,Czech Republic (Czechia),Passenger,yes
1174,Yang Donnie,43,Sweden,Passenger,yes
1175,Zhou Wei,44,Portugal,Passenger,yes
1176,He Jun,45,Greece,Passenger,yes
1178,Lambo Hamani,47,Austria,Passenger,Yes
1179,Garcia Eddie,48,Belarus,Passenger,Yes
1180,Zhang Zhong,49,Switzerland,Passenger,yes
1181,Reyes Luis,50,Bulgaria,Passenger,yes
1244,Smith Dan,37,Andorra,Passenger,Yes
1245,Ivanov Alexei,38,Liechtenstein,Passenger,no
1246,Xu Peng,39,Monaco,Passenger,yes
1247,Gonzalez Diego,40,San Marino,Passenger,yes
1248,Farkas Geza,41,Russia,Passenger,yes
1249,Johnson Charles,42,Germany,Passenger,yes
1250,Bona Emile,43,United Kingdom,Passenger,yes
1251,Carvalho Jose,44,France,Passenger,no
1252,He Li,45,Italy,Passenger,yes
1253,Dissanayake Anura,46,Spain,Passenger,yes
1255,Yang Zhang,48,Ukraine,Passenger,Yes
1256,Escobar Alberto,49,Romania,Passenger,Yes
1257,Nguyen Binh,50,Netherlands,Passenger,yes

=== Age Group >=51 ===

32,Al-Mukhaini Isla,51,Slovenia,Passenger,yes
34,Taylor Robert,53,North Macedonia,Passenger,Yes
35,Rojas Consuelo,54,Estonia,Passenger,no
36,Maszaros Janos,55,Luxembourg,Passenger,yes
42,Dobrunov Aleksandr,51,Monaco,Passenger,yes
43,Johnson Carl,52,San Marino,Passenger,yes
45,Garbi Antonis,54,Germany,Passenger,Yes
46,Li Li,55,United Kingdom,Passenger,Yes
47,Yang Lei,56,France,Passenger,no
48,Ho Cam,57,Italy,Passenger,yes
49,Banda Duleep,58,Spain,Passenger,yes
50,Yang Chen,59,Poland,Passenger,yes
51,Donati Andrea,60,Ukraine,Passenger,yes
52,Luttrell Edward,61,Romania,Passenger,no
53,Cruz Jose,62,Netherlands,Passenger,yes
54,Dom Pedro II Carlos,63,Belgium,Passenger,yes
56,Li Wei,65,Sweden,Passenger,Yes
57,Bencomo Andreina,66,Portugal,Passenger,no
58,Xu Jun,67,Greece,Passenger,yes
59,Jones Jack,68,Hungary,Passenger,yes
60,Akef Abu,69,Austria,Passenger,yes
61,Becker Fritz,70,Belarus,Passenger,yes
62,Gonzales Dominic,71,Switzerland,Passenger,yes
63,Douglas Jim,72,Bulgaria,Passenger,no
64,Zhang Jie,73,Serbia,Passenger,yes
65,Wei Donnie,74,Denmark,Passenger,yes
67,Zhang Chen,76,Norway,Passenger,Yes
68,Alvarez Miguel,77,Slovakia,Passenger,Yes
69,Kamkar Mohsen,78,Ireland,Passenger,yes
70,Al-Mukhaini Yaqoob,79,Croatia,Passenger,no
71,Gallagher Alexander,80,Bosnia and Herzegovina,Passenger,yes
72,Wang Lei,81,Moldova,Passenger,yes
73,Al-Shorabi Abdulwahab,82,Lithuania,Passenger,yes
74,Suzuki Takeshi,83,Albania,Passenger,no
75,Gutierrez Carlos,84,Slovenia,Passenger,yes
76,Wang Bing,85,Latvia,Passenger,yes
118,Fischer Otto,51,Slovenia,Passenger,no
119,Choi Angie,52,Latvia,Passenger,yes
120,Zhang Wei,53,North Macedonia,Passenger,yes
122,Cauvin Jan,55,Luxembourg,Passenger,Yes
123,Zhang Yang,56,Montenegro,Passenger,Yes
124,Chaerudin Ahmad,57,Malta,Passenger,yes
125,Nguyen Diem,58,Iceland,Passenger,yes
126,Li Bo,59,Andorra,Passenger,yes
127,Dobrunov Lev,60,Liechtenstein,Passenger,yes
128,Loan Bich Phuong,61,Monaco,Passenger,yes
129,Yang Lin,62,San Marino,Passenger,no
130,Mirza Ahmad,63,Russia,Passenger,yes
131,Bahadori Hassan,64,Germany,Passenger,yes
133,Yang Yang,66,France,Passenger,Yes
134,Zhu Lin,67,Italy,Passenger,no
135,Gonzalez Carlos,68,Spain,Passenger,yes
136,Baloch Aamir,69,Poland,Passenger,yes
137,Hassan Abby,70,Ukraine,Passenger,yes
138,Rodriguez Alfonso,71,Romania,Passenger,yes
139,Li Jie,72,Netherlands,Passenger,yes
140,Sato Kazuo,73,Belgium,Passenger,no
141,Ivanov Boris,74,Czech Republic (Czechia),Passenger,yes
142,Gerima Aisso,75,Sweden,Passenger,yes
144,Forouhar Maryam,77,Greece,Passenger,Yes
145,Moore Robert,78,Hungary,Passenger,Yes
146,Gutierrez Jose,79,Austria,Passenger,no
147,Bettens Jos,80,Belarus,Passenger,yes
148,Wang Bingyi,81,Switzerland,Passenger,yes
149,Ben Dhifallah Mohamed,82,Bulgaria,Passenger,yes
150,Oliveira Bruno,83,Serbia,Passenger,yes
151,Wang Wei,84,Denmark,Passenger,no
152,Boughedir Dhafer,85,Finland,Passenger,yes
194,Xu Li,51,Denmark,Passenger,yes
195,Condariuc Grigore,52,Finland,Passenger,yes
196,Mammadov Aziza,53,Norway,Passenger,yes
197,Karimi Hossein,54,Slovakia,Passenger,yes
199,Ravalomanana Marc,56,Croatia,Passenger,Yes
200,Chen Hao,57,Bosnia and Herzegovina,Passenger,Yes
201,Kawawa Frederick,58,Moldova,Passenger,yes
202,Mamo Abraham,59,Lithuania,Passenger,yes
203,Kibona Andrew,60,Albania,Passenger,yes
204,Zhao Peng,61,Slovenia,Passenger,yes
205,Diaz Adolfo,62,Latvia,Passenger,yes
206,Suzuki Hiroshi,63,North Macedonia,Passenger,no
207,Zhang Bingyi,64,Estonia,Passenger,yes
208,Al-Shorabi Eddie,65,Luxembourg,Passenger,yes
210,Alvarez Ricardo,67,Malta,Passenger,Yes
211,Zhang Jun,68,Iceland,Passenger,Yes
212,Zhang Ning,69,Andorra,Passenger,yes
213,Efimkin Eugenia,70,Liechtenstein,Passenger,yes
214,Dara Pol,71,Monaco,Passenger,yes
215,Mendy Macky,72,San Marino,Passenger,yes
216,Qaderi Rahim,73,Russia,Passenger,yes
217,Smith Michael,74,Germany,Passenger,no
218,Malik Ahsan,75,United Kingdom,Passenger,yes
219,Wang Peng,76,France,Passenger,yes
221,Liu Bingbing,78,Spain,Passenger,Yes
222,Wang Cheng,79,Poland,Passenger,Yes
223,Anwar Abdul Rahman,80,Ukraine,Passenger,yes
224,Li Hao,81,Romania,Passenger,yes
225,Gonzalez Roberto,82,Netherlands,Passenger,yes
226,Wang Changpeng,83,Belgium,Passenger,yes
227,Nascimento Marcelo,84,Czech Republic (Czechia),Passenger,yes
228,Barbu Paul,85,Sweden,Passenger,no
270,Wang Jie,51,Czech Republic (Czechia),Passenger,yes
271,Zhang Zhi,52,Sweden,Passenger,yes
272,Ha Jacques Van Mau,53,Portugal,Passenger,no
273,Li Yang,54,Greece,Passenger,yes
274,Lederer Ernst,55,Hungary,Passenger,yes
276,Hussain Salma,57,Belarus,Passenger,Yes
277,Costa Fernanda,58,Switzerland,Passenger,Yes
278,Armstrong Bill,59,Bulgaria,Passenger,yes
279,Yang Hao,60,Serbia,Passenger,yes
280,Adjaye Andrew,61,Denmark,Passenger,yes
281,Kamkar Ali Akbar,62,Finland,Passenger,yes
282,Yang Wei,63,Norway,Passenger,yes
283,Chen Zhi,64,Slovakia,Passenger,yes
284,Santos Jose,65,Ireland,Passenger,yes
285,Wang Lei,66,Croatia,Passenger,yes
287,Blanco Luis,68,Moldova,Passenger,Yes
288,Zhu Jun,69,Lithuania,Passenger,Yes
289,Li Peng,70,Albania,Passenger,yes
290,Becker Karl,71,Slovenia,Passenger,yes
291,Tobing Muhammad,72,Latvia,Passenger,no
292,Chen Peng,73,North Macedonia,Passenger,yes
293,Huang Wei,74,Estonia,Passenger,yes
294,Ho Huu,75,Luxembourg,Passenger,yes
295,Li Yang,76,Montenegro,Passenger,yes
296,Wuawski Zbigniew,77,Malta,Passenger,yes
298,Chau Norodom,79,Andorra,Passenger,Yes
299,Adams Jim,80,Liechtenstein,Passenger,Yes
300,Sanchez Javier,81,Monaco,Passenger,yes
301,Adhia Cleopa,82,San Marino,Passenger,yes
302,Abrikosov Andriy,83,Russia,Passenger,yes
303,Park Min-Jung,84,Germany,Passenger,yes
304,Santos Ana,85,United Kingdom,Passenger,yes
346,Kunda Henry,51,Germany,Passenger,yes
347,Codreanu Alexei,52,United Kingdom,Passenger,yes
348,Zhang Bingjian,53,France,Passenger,yes
349,Bajracharya Aama,54,Italy,Passenger,no
350,Yan Benedict,55,Spain,Passenger,yes
351,Wuawski Adam,56,Poland,Passenger,yes
353,Alhouthi Haim,58,Romania,Passenger,Yes
354,Muller Otto,59,Netherlands,Passenger,no
355,Wang Lei,60,Belgium,Passenger,yes
356,Li Lin,61,Czech Republic (Czechia),Passenger,yes
357,Wang Jie,62,Sweden,Passenger,yes
358,Chen Anson,63,Portugal,Passenger,yes
359,Bauer Walter,64,Greece,Passenger,yes
360,Agrest Alyaksey,65,Hungary,Passenger,no
361,Hoang Ching,66,Austria,Passenger,yes
362,Michie Prakash,67,Belarus,Passenger,yes
364,Ivanov Evgeny,69,Bulgaria,Passenger,Yes
365,Jeong Ae-ra,70,Serbia,Passenger,Yes
366,Wu Lei,71,Denmark,Passenger,yes
367,Fox James,72,Finland,Passenger,no
368,Babar Asim,73,Norway,Passenger,yes
369,Yang Jun,74,Slovakia,Passenger,yes
370,Zhou Li,75,Ireland,Passenger,yes
371,Ho Hi Manh Dong,76,Croatia,Passenger,no
372,Becker Heinz,77,Bosnia and Herzegovina,Passenger,yes
373,Li Michael,78,Moldova,Passenger,yes
375,Li Yang,80,Albania,Passenger,Yes
376,Zhang Li,81,Slovenia,Passenger,Yes
377,David Nicolae,82,Latvia,Passenger,yes
378,Hosseini Ali,83,North Macedonia,Passenger,yes
379,Souza Paulo,84,Estonia,Passenger,yes
380,Basov Michael,85,Luxembourg,Passenger,yes
422,Parra Alfredo,51,Estonia,Passenger,yes
423,Kamkar Hassan,52,Luxembourg,Passenger,yes
424,Buysse Andre,53,Montenegro,Passenger,yes
425,Chen Bing,54,Malta,Passenger,yes
426,Loan Cam,55,Iceland,Passenger,no
427,Diori Albade,56,Andorra,Passenger,yes
428,Yang Ning,57,Liechtenstein,Passenger,yes
430,Achiou Ahmed,59,San Marino,Passenger,Yes
431,Aquino Jose,60,Russia,Passenger,no
432,Xu Li,61,Germany,Passenger,yes
433,Li Wei,62,United Kingdom,Passenger,yes
434,Engel Fritz,63,France,Passenger,yes
435,De Bie Jean,64,Italy,Passenger,yes
436,Boy Apasra,65,Spain,Passenger,yes
437,Thapa Basanta,66,Poland,Passenger,no
438,Wattansin Anucha,67,Ukraine,Passenger,yes
439,Omonga Joseph,68,Romania,Passenger,yes
441,Loan Ching,70,Belgium,Passenger,Yes
442,Yang Ai,71,Czech Republic (Czechia),Passenger,Yes
443,Balawan Zaenal,72,Sweden,Passenger,no
444,Wang Jie,73,Portugal,Passenger,yes
445,Dijk Ab,74,Greece,Passenger,yes
446,Wang Yang,75,Hungary,Passenger,yes
447,Murphy John,76,Austria,Passenger,yes
448,Carr George,77,Belarus,Passenger,no
449,Fischer Fritz,78,Switzerland,Passenger,yes
450,Yang Bing,79,Bulgaria,Passenger,yes
452,Fernando Alawwe,81,Denmark,Passenger,Yes
453,Gonzalez Manuel,82,Finland,Passenger,no
454,Liu Lei,83,Norway,Passenger,yes
455,Muller Thomas,84,Slovakia,Passenger,yes
456,Xu Yang,85,Ireland,Passenger,yes
498,Brar Adan Mohamed Nuur,51,Slovakia,Passenger,yes
499,LuaLua Joseph,52,Ireland,Passenger,yes
500,Bahaina Asher,53,Croatia,Passenger,yes
501,Nascimento Heitor,54,Bosnia and Herzegovina,Passenger,yes
502,Xu Zhi,55,Moldova,Passenger,yes
503,Johansson Thomas,56,Lithuania,Passenger,no
504,Popov Andrei,57,Albania,Passenger,yes
505,Perera Tissa,58,Slovenia,Passenger,yes
507,Sheikh Javed,60,North Macedonia,Passenger,Yes
508,Aguilar Anand,61,Estonia,Passenger,Yes
509,Miller Steve,62,Luxembourg,Passenger,yes
510,Yamada Daisuke,63,Montenegro,Passenger,yes
511,Aguilar Somchai,64,Malta,Passenger,yes
512,Li Jun,65,Iceland,Passenger,yes
513,Parra Claudio,66,Andorra,Passenger,yes
514,Brown Michael,67,Liechtenstein,Passenger,no
515,Popov Aleksandr,68,Monaco,Passenger,yes
516,Becker Heinz,69,San Marino,Passenger,yes
518,Lei Lin,71,Germany,Passenger,Yes
519,Zhang Lei,72,United Kingdom,Passenger,Yes
520,Dube Anton,73,France,Passenger,yes
521,Li Chen,74,Italy,Passenger,yes
522,Budjana Alexander,75,Spain,Passenger,yes
523,Kurkov Friedrich,76,Poland,Passenger,yes
524,Anwar Agustiar,77,Ukraine,Passenger,yes
525,Delfino Alejandro,78,Romania,Passenger,no
526,Castelli Pietro,79,Netherlands,Passenger,yes
527,Thapa Basanta,80,Belgium,Passenger,yes
529,Reyes Ramon,82,Sweden,Passenger,Yes
530,Dapkiunas Dita,83,Portugal,Passenger,no
531,Hoffmann Fritz,84,Greece,Passenger,yes
532,Kang Seung-Won,85,Hungary,Passenger,yes
574,Adjaye Cleopa,51,Greece,Passenger,Yes
575,Liu Chen,52,Hungary,Passenger,yes
576,Cardenas Alfonso,53,Austria,Passenger,yes
577,Wu Zhang,54,Belarus,Passenger,yes
578,Kanapyanov Abay Ibrahim,55,Switzerland,Passenger,yes
579,Lee Ah-Joong,56,Bulgaria,Passenger,yes
580,Aubakirov Boris,57,Serbia,Passenger,yes
581,Smith James,58,Denmark,Passenger,yes
582,Koksal Sinan,59,Finland,Passenger,yes
584,Liu Boran,61,Slovakia,Passenger,Yes
585,Goncearov Natalia Barbu,62,Ireland,Passenger,Yes
586,Li Chen,63,Croatia,Passenger,yes
587,Loan Cesar,64,Bosnia and Herzegovina,Passenger,yes
588,Santos Paulo,65,Moldova,Passenger,no
589,Ousmane Abdoulaye,66,Lithuania,Passenger,yes
590,Xu Li,67,Albania,Passenger,yes
591,Chen Jun,68,Slovenia,Passenger,yes
592,Koksal Adem,69,Latvia,Passenger,yes
593,Anwar Arif,70,North Macedonia,Passenger,yes
595,Zhang Ge,72,Luxembourg,Passenger,Yes
596,Li Chen,73,Montenegro,Passenger,Yes
597,Ahmad Abdul Hameed,74,Malta,Passenger,yes
598,Smith David,75,Iceland,Passenger,yes
599,Aquino Antonio,76,Andorra,Passenger,yes
600,Gonzalez Diego,77,Liechtenstein,Passenger,yes
601,Ribeiro Wilson,78,Monaco,Passenger,yes
602,Balcus Vitalijs,79,San Marino,Passenger,no
603,Yang Bing,80,Russia,Passenger,yes
604,Calamaro Enrique,81,Germany,Passenger,yes
606,Niculescu Constantin,83,France,Passenger,Yes
607,Aouadhi Fakhreddine,84,Italy,Passenger,Yes
608,Muller Werner,85,Spain,Passenger,yes
650,Zhang Zheng,51,Italy,Passenger,Yes
651,Castillo Roberto,52,Spain,Passenger,no
652,Diboma Samuel,53,Poland,Passenger,yes
653,Rodriguez Francisco,54,Ukraine,Passenger,yes
654,Gallagher Abdul Haris,55,Romania,Passenger,yes
655,Sato Takeshi,56,Netherlands,Passenger,yes
656,Williams Paul,57,Belgium,Passenger,yes
657,Ecclestone Zoran,58,Czech Republic (Czechia),Passenger,no
658,Rafiq Bibit,59,Sweden,Passenger,yes
659,Lesmana Taufik,60,Portugal,Passenger,yes
661,Li Li,62,Hungary,Passenger,Yes
662,Zhang Bing,63,Austria,Passenger,Yes
663,Ahsan Muhammad,64,Belarus,Passenger,yes
664,Zhang Ai,65,Switzerland,Passenger,no
665,Lesmana Agustiar,66,Bulgaria,Passenger,yes
666,Ivanov Mikhail,67,Serbia,Passenger,yes
667,Choi Choi,68,Denmark,Passenger,yes
668,Armstrong Bill,69,Finland,Passenger,no
669,Ngoche Alex Obanda,70,Norway,Passenger,yes
670,Bettens Rene,71,Slovakia,Passenger,yes
672,Wang Ge,73,Croatia,Passenger,Yes
673,Wang Zhong,74,Bosnia and Herzegovina,Passenger,Yes
674,Zhang Yang,75,Moldova,Passenger,yes
675,Sato Takeshi,76,Lithuania,Passenger,yes
676,Yang Yang,77,Albania,Passenger,yes
677,Fernandez Carlo,78,Slovenia,Passenger,yes
678,Kahnovich Lev,79,Latvia,Passenger,yes
679,Dridi Michel,80,North Macedonia,Passenger,yes
680,Ho Cam,81,Estonia,Passenger,yes
681,Allende Adrian,82,Luxembourg,Passenger,yes
683,Wang Jie,84,Malta,Passenger,Yes
684,Jones James,85,Iceland,Passenger,Yes
727,Chen Hao,52,Iceland,Passenger,Yes
728,Muller Rudolf,53,Andorra,Passenger,no
729,Aab Lyubov,54,Liechtenstein,Passenger,yes
730,Chen Jie,55,Monaco,Passenger,yes
731,Xu Wei,56,San Marino,Passenger,yes
732,Laszlo Gyula,57,Russia,Passenger,yes
733,Cardenas Sergio,58,Germany,Passenger,yes
734,Nariman Fali Sam,59,United Kingdom,Passenger,no
735,Fuema Abdoulaye Khouma,60,France,Passenger,yes
736,Dapkiunas Dzmitry,61,Italy,Passenger,yes
738,Moua Bounnhang,63,Poland,Passenger,Yes
739,Brown Thomas,64,Ukraine,Passenger,Yes
740,Brown Frank,65,Romania,Passenger,no
741,Malik Asim,66,Netherlands,Passenger,yes
742,Tembo Henry,67,Belgium,Passenger,yes
743,Calvert Gordon,68,Czech Republic (Czechia),Passenger,yes
744,Smith Jim,69,Sweden,Passenger,yes
745,Alonso Ada,70,Portugal,Passenger,no
746,Li Zhang,71,Greece,Passenger,yes
747,Nguyen Chau,72,Hungary,Passenger,yes
749,Forouhar Ebrahim,74,Belarus,Passenger,Yes
750,Smith David,75,Switzerland,Passenger,no
751,Gilels Anna,76,Bulgaria,Passenger,yes
752,Li Chen,77,Serbia,Passenger,yes
753,Mbare Yahya Ould Ahmed El,78,Denmark,Passenger,yes
754,Karat Donald,79,Finland,Passenger,yes
755,Wang Fei,80,Norway,Passenger,yes
756,David Dhafer,81,Slovakia,Passenger,no
757,Zhang Changpeng,82,Ireland,Passenger,yes
758,Balawan Alexander,83,Croatia,Passenger,yes
760,Malik Babar,85,Moldova,Passenger,Yes
802,Anderson Paul,51,Bosnia and Herzegovina,Passenger,yes
804,Monteno Adem,53,Lithuania,Passenger,Yes
805,Kurkov David,54,Albania,Passenger,Yes
806,Wang Hao,55,Slovenia,Passenger,yes
807,Fuchs Ludwig,56,Latvia,Passenger,yes
808,Khan Mirza Kalich,57,North Macedonia,Passenger,yes
809,Muni Abdoulatifou,58,Estonia,Passenger,yes
810,Hayvoronsky Anna,59,Luxembourg,Passenger,yes
811,Aquino Carlo,60,Montenegro,Passenger,no
812,Bhiari Karim,61,Malta,Passenger,yes
813,Brown Jim,62,Iceland,Passenger,yes
815,Gerima Ydnekatchew,64,Liechtenstein,Passenger,Yes
816,Berman Andrei,65,Monaco,Passenger,Yes
817,Khaleghi Hassan,66,San Marino,Passenger,yes
818,Garcia John,67,Russia,Passenger,yes
819,Aguilar Somchai,68,Germany,Passenger,yes
820,Rodriguez Francis,69,United Kingdom,Passenger,yes
821,Brown Paul,70,France,Passenger,yes
822,Burak Akashambatwa,71,Italy,Passenger,no
823,Li Jie,72,Spain,Passenger,yes
824,Yang Chen,73,Poland,Passenger,yes
826,Phan Billinjer C,75,Romania,Passenger,Yes
827,Colombo Antonio,76,Netherlands,Passenger,no
828,Bachir Jacques,77,Belgium,Passenger,yes
829,Abderrahmane Anwar Mohamed,78,Czech Republic (Czechia),Passenger,yes
830,Zhu Ge,79,Sweden,Passenger,yes
831,Aa Jan,80,Portugal,Passenger,yes
832,Perera Nihal,81,Greece,Passenger,yes
833,Leakey Adan Mohamed Nuur,82,Hungary,Passenger,no
834,Yang Zhong,83,Austria,Passenger,yes
835,Liu Wei,84,Belarus,Passenger,yes
878,Eduard Alexander,51,Belarus,Passenger,yes
879,Chago Samuel,52,Switzerland,Passenger,yes
881,Wang Boran,54,Serbia,Passenger,Yes
882,Hleb David,55,Denmark,Passenger,Yes
883,Jeon Choi,56,Finland,Passenger,yes
884,Aguilar Anucha,57,Norway,Passenger,yes
885,Murray Charles,58,Slovakia,Passenger,no
886,Kurkov Ernst,59,Ireland,Passenger,yes
887,Yang Angela,60,Croatia,Passenger,yes
888,Filho Rafael,61,Bosnia and Herzegovina,Passenger,yes
889,Taylor Richard,62,Moldova,Passenger,yes
890,Chokayev Abay Ibrahim,63,Lithuania,Passenger,yes
892,Bembo-Leta Kalu,65,Slovenia,Passenger,Yes
893,Sotto Lorenzo,66,Latvia,Passenger,Yes
894,Gonzalez Alejandro,67,North Macedonia,Passenger,yes
895,Karlsson Anders,68,Estonia,Passenger,yes
896,Yang Lei,69,Luxembourg,Passenger,yes
897,Ali Ahmad,70,Montenegro,Passenger,yes
898,Chen Choling,71,Malta,Passenger,yes
899,Li Jie,72,Iceland,Passenger,no
900,Davis David,73,Andorra,Passenger,yes
901,Johnson Mike,74,Liechtenstein,Passenger,yes
903,Zhao Yang,76,San Marino,Passenger,Yes
904,Rodriguez Gabriel,77,Russia,Passenger,Yes
905,Baloch Tariq,78,Germany,Passenger,yes
906,Bona Charles,79,United Kingdom,Passenger,yes
907,Yang Wei,80,France,Passenger,yes
908,Miller Peter,81,Italy,Passenger,yes
909,Belaid Bernard,82,Spain,Passenger,yes
910,Becker Rudolf,83,Poland,Passenger,no
911,Patras Alexandre,84,Ukraine,Passenger,yes
912,Law-Yone Fali Sam,85,Romania,Passenger,yes
954,Xu Jun,51,Ukraine,Passenger,no
955,Sumac Carlos,52,Romania,Passenger,yes
956,Budjana Muhammad,53,Netherlands,Passenger,yes
958,Qureshi Mirza Kalich,55,Czech Republic (Czechia),Passenger,Yes
959,Angello Georgios,56,Sweden,Passenger,Yes
960,Yang Jun,57,Portugal,Passenger,yes
961,Abascal Arturo,58,Greece,Passenger,no
962,Alvarez Rafael,59,Hungary,Passenger,yes
963,Zhang Peng,60,Austria,Passenger,yes
964,Kunda Stephen,61,Belarus,Passenger,yes
965,Khan Talat,62,Switzerland,Passenger,no
966,Alkaios Evangelos,63,Bulgaria,Passenger,yes
967,Becker Heinz,64,Serbia,Passenger,yes
969,Wang Baoping,66,Finland,Passenger,Yes
970,Jorgensen Michael,67,Norway,Passenger,Yes
971,Santos Mario,68,Slovakia,Passenger,yes
972,Szabo Istvan,69,Ireland,Passenger,yes
973,Chen Ge,70,Croatia,Passenger,yes
974,Hoang Anh,71,Bosnia and Herzegovina,Passenger,yes
975,Li Yang,72,Moldova,Passenger,yes
976,Liu Chengying,73,Lithuania,Passenger,yes
977,Zhang Peng,74,Albania,Passenger,yes
978,Merton Peter,75,Slovenia,Passenger,yes
980,Redl Eva,77,North Macedonia,Passenger,Yes
981,Murray George,78,Estonia,Passenger,Yes
982,Schmidt Wolfgang,79,Luxembourg,Passenger,yes
983,Paphunga Anand,80,Montenegro,Passenger,yes
984,Zhang Baby,81,Malta,Passenger,no
985,Richter Otto,82,Iceland,Passenger,yes
986,Gerima Angel,83,Andorra,Passenger,yes
987,Chen Alec,84,Liechtenstein,Passenger,yes
988,Xu Lei,85,Monaco,Passenger,yes
1030,Blanc Jean-Pierre,51,Liechtenstein,Passenger,yes
1031,Adhia Asha-Rose Mtengeti,52,Monaco,Passenger,no
1032,Muller Karl,53,San Marino,Passenger,yes
1033,Li Zheng,54,Russia,Passenger,yes
1035,Antono Amrozi Bin,56,United Kingdom,Passenger,Yes
1036,Iranzi Bishop Augustin,57,France,Passenger,Yes
1037,Balawan Alexander G.,58,Italy,Passenger,no
1038,Ho Don,59,Spain,Passenger,yes
1039,Bombo Ganesh,60,Poland,Passenger,yes
1040,Schmidt Kurt,61,Ukraine,Passenger,yes
1041,Li Ai,62,Romania,Passenger,yes
